catalog_path	row_anchor	package_role	hermes_intent	paax_package_source_api	loader_guard_mcp_relation	mapping_status	documentation_status	test_evidence	security_provenance_note	disposition
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/vml-main.xsd	R1037@L8046	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/vml-officeDrawing.xsd	R1038@L8047	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/vml-presentationDrawing.xsd	R1039@L8048	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/vml-spreadsheetDrawing.xsd	R1040@L8049	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/vml-wordprocessingDrawing.xsd	R1041@L8050	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/wml.xsd	R1042@L8051	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/ISO-IEC29500-4_2016/xml.xsd	R1043@L8052	helper-script	<?xml version='1.0'?> — <?xml version='1.0'?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/mce/mc.xsd	R1044@L8053	helper-script	<?xml version="1.0" encoding="utf-8"?> — <?xml version="1.0" encoding="utf-8"?>	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-2010.xsd	R1045@L8054	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefaul — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefault="qualified" blockDefault="#all" xmlns:r="http://schemas	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-2012.xsd	R1046@L8055	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" xmlns:s="http://schemas.openxmlformats.org/officeD — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" xmlns:s="http://schemas.openxmlformats.org/officeDocument/2006/sharedTypes" elementFormDefault="qualified"	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-2018.xsd	R1047@L8056	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefaul — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefault="qualified" blockDefault="#all" xmlns="http://schemas.m	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-cex-2018.xsd	R1048@L8057	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w="http://schemas.openxmlformats.org/wordprocessingml/2006/main" xmlns:s="http://schemas.openxmlformats.org/officeDoc — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w="http://schemas.openxmlformats.org/wordprocessingml/2006/main" xmlns:s="http://schemas.openxmlformats.org/officeDocument/2006/sharedTypes" xmlns:w16="http://schemas.microso	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-cid-2016.xsd	R1049@L8058	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefaul — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefault="qualified" blockDefault="#all" xmlns="http://schemas.m	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-sdtdatahash-2020.xsd	R1050@L8059	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefaul — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefault="qualified" blockDefault="#all" xmlns="http://schemas.m	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/schemas/microsoft/wml-symex-2015.xsd	R1051@L8060	helper-script	<xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefaul — <xsd:schema xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:w12="http://schemas.openxmlformats.org/wordprocessingml/2006/main" elementFormDefault="qualified" attributeFormDefault="qualified" blockDefault="#all" xmlns="http://schemas.m	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/soffice.py	R1052@L8061	helper-script	Helper for running LibreOffice (soffice) in environments where AF_UNIX — Helper for running LibreOffice (soffice) in environments where AF_UNIX	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validate.py	R1053@L8062	helper-script	Command line tool to validate Office document XML files against XSD schemas and tracked changes. — Command line tool to validate Office document XML files against XSD schemas and tracked changes.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validators/__init__.py	R1054@L8063	helper-script	Validation modules for Word document processing. — Validation modules for Word document processing.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validators/base.py	R1055@L8064	helper-script	Base validator with common validation logic for document files. — Base validator with common validation logic for document files.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validators/docx.py	R1056@L8065	helper-script	Validator for Word document XML files against XSD schemas. — Validator for Word document XML files against XSD schemas.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validators/pptx.py	R1057@L8066	helper-script	Validator for PowerPoint presentation XML files against XSD schemas. — Validator for PowerPoint presentation XML files against XSD schemas.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/office/validators/redlining.py	R1058@L8067	helper-script	Validator for tracked changes in Word documents. — Validator for tracked changes in Word documents.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/scripts/thumbnail.py	R1059@L8068	helper-script	Create thumbnail grids from PowerPoint presentation slides. — Create thumbnail grids from PowerPoint presentation slides.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/powerpoint/SKILL.md	R1060@L8069	skill-manifest	powerpoint — Create, read, edit .pptx decks, slides, notes, templates.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/teams-meeting-pipeline/SKILL.md	R1061@L8070	skill-manifest	teams-meeting-pipeline — Teams meeting summaries, job replay, Graph subscriptions.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/xlsx/LICENSE.txt	R1062@L8071	package-content	© 2025 Anthropic, PBC. All rights reserved. — © 2025 Anthropic, PBC. All rights reserved.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/xlsx/scripts/office/soffice.py	R1063@L8072	helper-script	Helper for running LibreOffice (soffice) in environments where AF_UNIX — Helper for running LibreOffice (soffice) in environments where AF_UNIX	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/xlsx/scripts/recalc.py	R1064@L8073	helper-script	Excel Formula Recalculation Script — Excel Formula Recalculation Script	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/productivity/xlsx/SKILL.md	R1065@L8074	skill-manifest	xlsx — Create, read, edit Excel .xlsx spreadsheets and CSVs.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/arxiv/scripts/search_arxiv.py	R1066@L8075	helper-script	Search arXiv and display results in a clean format. — Search arXiv and display results in a clean format.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/arxiv/SKILL.md	R1067@L8076	skill-manifest	arxiv — Search arXiv papers by keyword, author, category, or ID.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/blogwatcher/SKILL.md	R1068@L8077	skill-manifest	blogwatcher — Monitor blogs and RSS/Atom feeds via blogwatcher-cli tool.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/DESCRIPTION.md	R1069@L8078	package-description	description: Skills for academic research, paper discovery, literature review, domain reconnaissance, market data, content monitoring, and scientific knowledge retrieval. — Skills for academic research, paper discovery, literature review, domain reconnaissance, market data, content monitoring, and scientific knowledge retrieval.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/grounded-citations/references/citation-formats.md	R1070@L8079	reference-content	Citation formats per output target — Citation formats per output target	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/grounded-citations/references/grounding-rationale.md	R1071@L8080	reference-content	Why numbered ledger ids (grounding research basis) — Why numbered ledger ids (grounding research basis)	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/grounded-citations/scripts/_hermes_home.py	R1072@L8081	helper-script	Resolve HERMES_HOME for standalone skill scripts. — Resolve HERMES_HOME for standalone skill scripts.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/grounded-citations/scripts/sources.py	R1073@L8082	helper-script	Citation ledger for grounded answers and documents. — Citation ledger for grounded answers and documents.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/grounded-citations/SKILL.md	R1074@L8083	skill-manifest	grounded-citations — Ground answers and documents in cited, verifiable sources.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/llm-wiki/SKILL.md	R1075@L8084	skill-manifest	llm-wiki — Karpathy's LLM Wiki: build/query interlinked markdown KB.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
skills/research/research-paper-writing/references/autoreason-methodology.md	R1076@L8085	reference-content	Autoreason: Iterative Refinement Methodology — Autoreason: Iterative Refinement Methodology	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/research-paper-writing/references/checklists.md	R1077@L8086	reference-content	Conference Paper Checklists — Conference Paper Checklists	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/research-paper-writing/references/citation-workflow.md	R1078@L8087	reference-content	Citation Management & Hallucination Prevention — Citation Management & Hallucination Prevention	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/research-paper-writing/references/experiment-patterns.md	R1079@L8088	reference-content	Experiment Design Patterns — Experiment Design Patterns	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
skills/research/research-paper-writing/references/human-evaluation.md	R1080@L8089	reference-content	Human Evaluation Guide for ML/AI Research — Human Evaluation Guide for ML/AI Research	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
